matrix_id,recon_type,pattern_type,parameter_value,samp_rat,arr_size,seed,M,N_pixels,mean,var,std,contrast,entropy,autocorrelation width,effective_rank,cond_number,mutual coherence,nmse,psnr,ssim,runtime
CGI_correlated noise_large_size32_samprat60_seed47,CGI,Correlated noise,large,60,32,47,614,1024,0.49478080816592956,0.033391717551611126,0.1827340076494004,0.36932315205675775,10.000000000000002,6.747557003257329,63,26493869.10996284,0.9975064109204772,9.767484979405602,4.4498320840261965,0.13236048349783833,0.0007212999989860691
DGI_correlated noise_large_size32_samprat60_seed47,DGI,Correlated noise,large,60,32,47,614,1024,0.49478080816592956,0.033391717551611126,0.1827340076494004,0.36932315205675775,10.000000000000002,6.747557003257329,63,26493869.10996284,0.9975064109204772,5.183466874036366,7.201456329988397,0.22506165383477195,0.000628499998128973
Ridge_correlated noise_large_size32_samprat60_seed47,Ridge,Correlated noise,large,60,32,47,614,1024,0.49478080816592956,0.033391717551611126,0.1827340076494004,0.36932315205675775,10.000000000000002,6.747557003257329,63,26493869.10996284,0.9975064109204772,2.1807127287932024,10.961675018792207,0.4474299228513975,0.0005707000018446706
CGI_correlated noise_small_size32_samprat90_seed47,CGI,Correlated noise,small,90,32,47,921,1024,0.5001270104714554,0.08376912156912246,0.28942895772386434,0.5787109107553485,10.000000000000002,2.0,645,947.8074606437796,0.7947618360027586,3.0466649518375513,9.509412638653359,0.2799863815909019,0.0004703999948105775
DGI_correlated noise_small_size32_samprat90_seed47,DGI,Correlated noise,small,90,32,47,921,1024,0.5001270104714554,0.08376912156912246,0.28942895772386434,0.5787109107553485,10.000000000000002,2.0,645,947.8074606437796,0.7947618360027586,3.0701350595993087,9.476084793067956,0.3230269960645636,0.0006327000010060146
Ridge_correlated noise_small_size32_samprat90_seed47,Ridge,Correlated noise,small,90,32,47,921,1024,0.5001270104714554,0.08376912156912246,0.28942895772386434,0.5787109107553485,10.000000000000002,2.0,645,947.8074606437796,0.7947618360027586,0.8904487920168991,14.851570113509734,0.6264302411305994,0.0007193000055849552
CGI_correlated noise_moderate_size32_samprat90_seed47,CGI,Correlated noise,moderate,90,32,47,921,1024,0.49837592384798,0.02857026789233897,0.16902741757578552,0.3391564670106434,10.000000000000002,4.0,243,93853.32177000579,0.9834471042098102,7.387405869525754,5.662740002994252,0.16520336003493075,0.0012241000003996305
DGI_correlated noise_moderate_size32_samprat90_seed47,DGI,Correlated noise,moderate,90,32,47,921,1024,0.49837592384798,0.02857026789233897,0.16902741757578552,0.3391564670106434,10.000000000000002,4.0,243,93853.32177000579,0.9834471042098102,2.8874743631700683,9.742478234596817,0.36602774224591833,0.0009882000013021752
Ridge_correlated noise_moderate_size32_samprat90_seed47,Ridge,Correlated noise,moderate,90,32,47,921,1024,0.49837592384798,0.02857026789233897,0.16902741757578552,0.3391564670106434,10.000000000000002,4.0,243,93853.32177000579,0.9834471042098102,0.7355445443812743,15.681569818170992,0.6811363201536462,0.0007236000019474886
CGI_correlated noise_large_size32_samprat90_seed47,CGI,Correlated noise,large,90,32,47,921,1024,0.4965350851424066,0.03321095186396935,0.18223872218595408,0.3670208362684399,10.000000000000002,6.729641693811075,64,153007387765.03763,0.9974202526326839,10.301641523139258,4.218595272211401,0.13454265607673482,0.0005915000001550652
DGI_correlated noise_large_size32_samprat90_seed47,DGI,Correlated noise,large,90,32,47,921,1024,0.4965350851424066,0.03321095186396935,0.18223872218595408,0.3670208362684399,10.000000000000002,6.729641693811075,64,153007387765.03763,0.9974202526326839,4.333204326021402,7.9795679238572195,0.25180329779132293,0.0004760000010719523
Ridge_correlated noise_large_size32_samprat90_seed47,Ridge,Correlated noise,large,90,32,47,921,1024,0.4965350851424066,0.03321095186396935,0.18223872218595408,0.3670208362684399,10.000000000000002,6.729641693811075,64,153007387765.03763,0.9974202526326839,1.9957470328521507,11.34660468172395,0.4650982732105801,0.0007695000022067688
CGI_hadamard_random_size32_samprat30_seed47,CGI,Hadamard,random,30,32,47,307,1024,0.5,0.25,0.5,0.999999999998,1.0,3.537459283387622,276,17.54992877478425,0.7571590997141756,2.1369094056427764,11.04979849812042,0.3052657552446857,0.0005941999988863245
DGI_hadamard_random_size32_samprat30_seed47,DGI,Hadamard,random,30,32,47,307,1024,0.5,0.25,0.5,0.999999999998,1.0,3.537459283387622,276,17.54992877478425,0.7571590997141756,2.136909405642648,11.049798498120682,0.30526575524468796,0.00044010000419802964
Ridge_hadamard_random_size32_samprat30_seed47,Ridge,Hadamard,random,30,32,47,307,1024,0.5,0.25,0.5,0.999999999998,1.0,3.537459283387622,276,17.54992877478425,0.7571590997141756,2.1173287823956706,11.089776591971294,0.3033588777365722,0.0006071999960113317
CGI_hadamard_low_size32_samprat30_seed47,CGI,Hadamard,low,30,32,47,307,1024,0.501628664495114,0.24999734745196212,0.4999973474449261,0.9967479588654955,0.996742671009772,5.687296416938111,276,155.49356886585554,0.9999999999998844,0.7847286774579967,15.40046436493774,0.5607994860950448,0.0027421999984653667
